customer_id,first_name,last_name,date_of_birth,gender,city,state,customer_since,kyc_status,segment,annual_income,credit_score,is_active
C000248,Jerry,Lee,1969-09-10,Male,Tucson,AZ,2023-05-29,Verified,Premium,38208,668,Yes
C000249,Liam,Baker,1975-11-04,Female,Fresno,CA,2010-03-17,Pending,Wealth,254002,611,Yes
C000250,Neha,Mbeki,1955-03-12,Non-binary,Anaheim,CA,2023-08-01,Partial,Wealth,266419,761,Yes
C000251,Emily,Chen,1959-11-04,Female,Dallas,TX,2016-04-27,Verified,Student,93154,845,Yes
C000252,Brandon,Wright,1984-07-15,Non-binary,Boston,MA,2016-08-22,Pending,Business,297304,534,Yes
C000253,Timothy,Kang,1983-02-10,Non-binary,Phoenix,AZ,2010-01-27,Failed,Student,166857,509,No
C000254,Stephanie,Taylor,1981-08-18,Female,Santa Ana,CA,2022-10-30,Pending,Student,297670,600,Yes
C000255,Edward,Rodriguez,1969-11-08,Male,Chicago,IL,2012-06-23,Failed,Premium,62350,643,No
C000256,Donna,Adesanya,2000-02-09,Male,Chicago,IL,2023-12-23,Failed,Premium,41241,657,No
C000257,Nicholas,Nguyen,1968-02-19,Female,Lexington,KY,2019-05-25,Failed,Senior,35392,554,No
C000258,Sneha,Wu,1988-01-20,Non-binary,Houston,TX,2016-10-25,Failed,Wealth,125221,714,No
C000259,Catherine,Hall,1985-01-01,Male,Austin,TX,2017-06-04,Pending,Retail,207277,645,Yes
C000260,Daniel,Cho,1992-07-20,Non-binary,Pittsburgh,PA,2016-07-21,Verified,Wealth,110268,771,Yes
C000261,Melissa,Campbell,1985-07-03,Female,Raleigh,NC,2021-08-25,Partial,Premium,260296,514,Yes
C000262,Jonathan,Lim,1976-02-24,Male,St. Louis,MO,2023-10-27,Verified,Retail,183937,690,Yes
C000263,William,Wu,1963-08-01,Non-binary,Anaheim,CA,2023-04-15,Verified,Premium,181634,773,No
C000264,Rahul,Gupta,1981-03-07,Female,Aurora,CO,2011-11-21,Pending,Senior,297534,612,Yes
C000265,Kenneth,Osei,1992-10-27,Female,Riverside,CA,2015-03-13,Verified,Premium,130706,843,Yes
C000266,Gregory,King,1997-12-15,Female,Houston,TX,2020-05-11,Verified,Retail,76426,525,Yes
C000267,Maria,Li,1981-02-04,Non-binary,New Orleans,LA,2011-04-05,Verified,Retail,254923,813,Yes
C000268,Betty,Green,1996-11-07,Male,Tucson,AZ,2014-12-05,Partial,Business,53779,727,Yes
C000269,Gregory,Adesanya,1957-01-29,Male,San Antonio,TX,2017-08-26,Pending,Student,178904,685,Yes
C000270,Dennis,Clark,1986-03-31,Male,Nashville,TN,2015-07-23,Pending,Retail,102736,731,Yes
C000271,Shirley,Kumar,1968-08-15,Male,Portland,OR,2011-12-24,Failed,Retail,92124,522,No
C000272,Ling,Nelson,1958-05-07,Non-binary,Jacksonville,FL,2022-01-17,Partial,Student,292031,829,Yes
C000273,Shirley,Allen,1961-01-10,Non-binary,Phoenix,AZ,2014-04-13,Failed,Retail,134996,791,No
C000274,Barbara,Baker,1998-11-24,Female,Anaheim,CA,2017-10-01,Partial,Premium,40038,689,Yes
C000275,Joshua,Park,1957-03-08,Non-binary,Santa Ana,CA,2011-12-03,Partial,Wealth,283392,795,Yes
C000276,Benjamin,Wright,1962-09-28,Non-binary,San Diego,CA,2011-03-07,Pending,Business,242275,611,Yes
C000277,Nicole,Lewis,1987-07-26,Female,Omaha,NE,2018-05-10,Pending,Business,181603,821,Yes
C000278,Katherine,Wilson,1957-04-11,Male,Pittsburgh,PA,2017-09-09,Verified,Business,122315,518,Yes
C000279,John,Clark,2000-02-20,Male,New Orleans,LA,2023-12-07,Failed,Student,298738,612,No
C000280,Ronald,Smith,1977-10-11,Female,Phoenix,AZ,2021-03-13,Failed,Student,81161,555,No
C000281,James,Ndidi,1980-02-07,Male,Los Angeles,CA,2019-07-17,Partial,Premium,283550,507,Yes
C000282,Divya,Scott,1982-08-06,Non-binary,Albuquerque,NM,2021-04-14,Verified,Business,95047,827,Yes
C000283,Nicholas,Moore,1957-07-16,Male,Tampa,FL,2012-09-27,Pending,Senior,292718,659,Yes
C000284,Aiden,Han,1994-03-30,Non-binary,Fort Worth,TX,2020-10-22,Partial,Senior,261677,638,Yes
C000285,Susan,Lim,1994-12-05,Non-binary,Mesa,AZ,2016-04-07,Verified,Business,67547,814,Yes
C000286,Carolyn,Kim,1996-04-25,Non-binary,Anaheim,CA,2023-12-23,Verified,Premium,194903,727,Yes
C000287,William,Scott,1970-07-09,Male,Austin,TX,2015-01-23,Pending,Retail,159123,629,Yes
C000288,Eric,Zhao,1994-05-07,Male,Dallas,TX,2023-05-05,Pending,Student,292842,796,Yes
C000289,Emily,Joshi,1985-08-09,Female,Charlotte,NC,2020-02-04,Partial,Student,76888,543,Yes
C000290,Pooja,Koné,1964-06-28,Female,Sacramento,CA,2016-05-31,Partial,Wealth,204424,742,Yes
C000291,Scott,Garcia,1969-08-29,Male,Seattle,WA,2014-04-03,Verified,Retail,235667,739,Yes
C000292,Timothy,Lee,1966-02-04,Male,Phoenix,AZ,2010-06-22,Partial,Senior,269392,678,Yes
C000293,Noah,Torres,1955-05-03,Male,Fort Worth,TX,2018-02-08,Verified,Premium,276126,650,Yes
C000294,Michelle,Davis,1958-03-01,Female,Austin,TX,2010-05-16,Verified,Student,156715,814,Yes
C000295,Lisa,White,1965-05-15,Male,Las Vegas,NV,2023-07-16,Verified,Student,83668,780,Yes
C000296,Yan,Clark,1963-08-30,Non-binary,Minneapolis,MN,2013-11-22,Failed,Premium,201469,812,No
C000297,Brenda,Hall,1971-04-30,Male,Charlotte,NC,2019-04-08,Pending,Retail,205768,845,Yes
C000298,Pamela,Shah,1983-09-25,Non-binary,Sacramento,CA,2017-05-07,Failed,Business,215128,767,No
C000299,Yan,Flores,1970-04-04,Male,Tampa,FL,2010-03-24,Pending,Wealth,292744,585,Yes
C000300,Stephen,Lee,1983-10-06,Non-binary,Omaha,NE,2014-05-31,Failed,Senior,169310,607,No
C000301,Wei,Diallo,1995-03-08,Female,Colorado Springs,CO,2016-10-24,Pending,Retail,236962,759,Yes
C000302,Jerry,Campbell,1997-04-30,Female,Baltimore,MD,2016-10-27,Pending,Retail,277952,763,Yes
C000303,Jennifer,Miller,1967-07-05,Male,Virginia Beach,VA,2012-01-24,Pending,Student,160491,837,Yes
C000304,Mia,Walker,1980-01-14,Female,Anchorage,AK,2012-12-14,Partial,Wealth,202928,568,Yes
C000305,Nicole,Adesanya,1989-04-07,Female,Boston,MA,2020-08-11,Pending,Student,76180,749,Yes
C000306,Edward,Clark,1965-03-13,Male,Oklahoma City,OK,2018-04-04,Partial,Premium,133100,716,Yes
C000307,Christopher,Thomas,1971-04-06,Male,Santa Ana,CA,2015-08-19,Failed,Business,47182,720,No
C000308,Aiden,Martin,1969-06-02,Male,Omaha,NE,2021-08-10,Pending,Premium,161807,655,Yes
C000309,Amanda,Choi,1977-01-30,Male,San Diego,CA,2019-07-20,Verified,Premium,294913,610,Yes
C000310,Matthew,Wilson,1970-01-19,Female,Boston,MA,2023-06-24,Failed,Retail,162796,743,No
C000311,Pamela,Yoon,1994-12-24,Non-binary,Santa Ana,CA,2016-09-18,Verified,Wealth,155446,842,Yes
C000312,Nicholas,Mehta,2000-07-05,Female,Fresno,CA,2018-11-13,Verified,Wealth,164585,737,Yes
C000313,Neha,Mensah,1965-08-24,Non-binary,Dallas,TX,2013-11-24,Failed,Premium,284350,734,No
C000314,Aiden,Zhang,1995-06-23,Male,Corpus Christi,TX,2017-01-13,Pending,Student,123265,583,Yes
C000315,Arjun,Traoré,1973-10-30,Male,Minneapolis,MN,2010-09-03,Pending,Business,134956,530,Yes
C000316,Yan,Lee,1983-12-18,Female,Portland,OR,2017-10-04,Verified,Business,193744,708,Yes
C000317,Nicole,Wu,1959-11-12,Male,Omaha,NE,2019-09-09,Partial,Retail,60071,819,Yes
C000318,Raymond,Sharma,1986-04-12,Non-binary,Honolulu,HI,2012-08-04,Verified,Student,124417,751,Yes
C000319,Janet,Flores,1963-01-18,Female,Riverside,CA,2010-10-23,Verified,Premium,62121,754,Yes
C000320,Priya,Osei,1982-11-04,Female,Los Angeles,CA,2012-09-01,Partial,Wealth,250294,593,Yes
C000321,Kathleen,King,1976-11-26,Non-binary,Long Beach,CA,2017-02-08,Partial,Wealth,141735,676,Yes
C000322,Divya,Adesanya,2000-11-17,Non-binary,Oklahoma City,OK,2019-02-05,Pending,Student,234537,545,Yes
C000323,Emma,Lee,1968-04-29,Female,Phoenix,AZ,2010-10-06,Failed,Business,44769,723,No
C000324,Stephanie,Nguyen,1997-01-04,Non-binary,Phoenix,AZ,2015-06-30,Partial,Student,233464,659,Yes
C000325,Liam,Choi,1968-07-30,Male,Denver,CO,2010-11-01,Verified,Student,57764,693,Yes
C000326,Susan,Rodriguez,1995-09-07,Male,Long Beach,CA,2019-01-06,Pending,Student,84968,613,Yes
C000327,Katherine,Campbell,1960-03-09,Male,Memphis,TN,2016-11-13,Partial,Retail,101839,802,Yes
C000328,Thomas,Wright,1977-07-03,Non-binary,Baltimore,MD,2013-02-23,Failed,Retail,95388,821,No
C000329,Thomas,Choi,1973-09-14,Non-binary,Portland,OR,2020-06-11,Pending,Retail,150031,540,Yes
C000330,Lei,Yoon,1977-06-11,Non-binary,Fort Worth,TX,2018-05-06,Partial,Business,124807,605,Yes
C000331,Richard,Nguyen,1980-05-05,Non-binary,Riverside,CA,2010-07-17,Pending,Student,43062,520,Yes
C000332,Maria,Singh,1978-11-24,Non-binary,Nashville,TN,2015-04-14,Failed,Retail,270795,755,No
C000333,Mason,Ramirez,1994-06-29,Male,Dallas,TX,2014-10-16,Pending,Student,78551,682,Yes
C000334,Timothy,Scott,1971-08-27,Male,Las Vegas,NV,2011-10-11,Pending,Retail,125584,688,Yes
C000335,Nicole,Patel,1972-02-05,Non-binary,Atlanta,GA,2022-08-21,Pending,Student,173657,781,Yes
C000336,Divya,Wu,1989-09-10,Female,Corpus Christi,TX,2022-06-17,Partial,Premium,181690,707,Yes
C000337,Anthony,Smith,1964-12-02,Male,Fresno,CA,2014-05-06,Partial,Wealth,76165,736,Yes
C000338,Lei,Iyer,1990-11-29,Non-binary,Philadelphia,PA,2021-03-30,Verified,Premium,160956,600,Yes
C000339,Carolyn,Joshi,1978-09-08,Female,Tampa,FL,2011-11-10,Partial,Senior,74009,817,Yes
C000340,David,Anderson,1992-09-04,Female,Raleigh,NC,2013-08-21,Pending,Business,42050,548,Yes
C000341,Barbara,Koné,1995-02-04,Male,Phoenix,AZ,2019-02-25,Partial,Student,278230,630,Yes
C000342,Nancy,Okonkwo,1957-04-18,Female,Oklahoma City,OK,2018-12-08,Pending,Student,211389,815,Yes
C000343,James,Traoré,1973-09-10,Non-binary,Lexington,KY,2023-01-31,Partial,Premium,129366,754,Yes
C000344,Steven,Jackson,1979-04-27,Non-binary,Virginia Beach,VA,2018-04-25,Pending,Premium,187505,593,Yes
C000345,Janet,Jones,1971-08-25,Non-binary,Charlotte,NC,2017-06-10,Failed,Wealth,52300,715,No
C000346,Arjun,Clark,1992-09-30,Female,Tampa,FL,2022-10-04,Pending,Business,43848,546,Yes
C000347,Amit,Okonkwo,1967-05-21,Male,Omaha,NE,2023-10-15,Failed,Retail,34518,670,No
C000348,Arjun,Osei,1964-02-14,Male,Nashville,TN,2022-11-27,Partial,Student,130028,648,Yes
C000349,Benjamin,Liu,1986-02-02,Male,Los Angeles,CA,2023-07-06,Pending,Premium,77826,823,No
C000350,Christopher,Campbell,1973-06-10,Male,Charlotte,NC,2016-09-26,Verified,Business,191487,663,Yes
C000351,Jason,Zhao,1975-02-10,Non-binary,Indianapolis,IN,2020-05-21,Partial,Business,48492,702,Yes
C000352,Eric,Lim,1999-01-06,Non-binary,Oklahoma City,OK,2017-02-19,Pending,Senior,87621,830,Yes
C000353,Michelle,Allen,1981-03-16,Male,Kansas City,MO,2020-08-06,Pending,Student,25832,724,Yes
C000354,Stephanie,Thompson,1958-02-24,Non-binary,San Francisco,CA,2011-05-16,Failed,Premium,183331,641,No
C000355,Michael,Smith,1985-09-05,Female,Los Angeles,CA,2020-08-15,Pending,Senior,49233,809,Yes
C000356,Sneha,Williams,1957-09-20,Non-binary,Austin,TX,2012-05-20,Partial,Student,39008,617,Yes
C000357,Anthony,Adesanya,1995-05-28,Non-binary,Anaheim,CA,2016-12-30,Partial,Wealth,88608,590,Yes
C000358,Ethan,Park,1972-08-19,Non-binary,Lexington,KY,2020-01-07,Verified,Student,73968,781,Yes
C000359,Anna,Williams,1975-09-16,Non-binary,Philadelphia,PA,2023-12-12,Partial,Premium,238296,525,Yes
C000360,Eric,Smith,1964-02-18,Female,Minneapolis,MN,2018-01-28,Partial,Business,153314,719,Yes
C000361,Kenneth,Zhang,1993-02-14,Non-binary,Honolulu,HI,2014-11-25,Verified,Premium,34394,751,No
C000362,Michelle,Singh,1978-01-04,Male,Corpus Christi,TX,2021-04-10,Partial,Wealth,48236,560,Yes
C000363,Rachel,Gupta,1970-01-12,Non-binary,Virginia Beach,VA,2011-11-17,Partial,Business,195531,829,Yes
C000364,Gary,Sanchez,1992-09-07,Male,Minneapolis,MN,2018-01-24,Partial,Business,119758,726,Yes
C000365,Nancy,Scott,1971-03-07,Non-binary,Nashville,TN,2014-10-02,Pending,Wealth,187072,754,Yes
C000366,Nicholas,Jung,1977-02-18,Female,Baltimore,MD,2019-05-04,Failed,Retail,25908,848,No
C000367,Betty,Shah,1964-01-21,Female,Charlotte,NC,2022-05-20,Verified,Wealth,133771,742,Yes
C000368,Rebecca,Lim,1974-09-27,Male,Sacramento,CA,2016-12-30,Verified,Business,127340,622,Yes
C000369,Benjamin,Anderson,1973-02-27,Male,Anaheim,CA,2019-08-23,Pending,Business,205850,525,No
C000370,Margaret,Koné,1982-12-17,Female,Stockton,CA,2020-05-24,Failed,Senior,91382,511,No
C000371,Cynthia,Martin,1984-02-18,Female,Dallas,TX,2014-04-10,Pending,Business,228522,594,Yes
C000372,Anthony,Yoon,1996-12-10,Male,Las Vegas,NV,2016-09-07,Verified,Retail,194528,547,Yes
C000373,Larry,Mbeki,1965-10-11,Female,Denver,CO,2011-09-05,Pending,Business,64951,829,Yes
C000374,Stephen,Harris,1986-12-06,Male,Columbus,OH,2022-12-25,Partial,Senior,98366,726,Yes
C000375,Timothy,Smith,1963-12-11,Female,Philadelphia,PA,2011-07-17,Pending,Student,222647,735,Yes
C000376,Noah,Mensah,1993-08-14,Female,Charlotte,NC,2020-06-26,Partial,Retail,48943,553,Yes
C000377,Ava,Wilson,1991-04-12,Male,Colorado Springs,CO,2012-05-06,Partial,Student,208300,573,Yes
C000378,Larry,Mitchell,1973-05-05,Male,San Jose,CA,2022-05-17,Verified,Premium,99568,534,Yes
C000379,Lisa,Rodriguez,1988-11-15,Male,Phoenix,AZ,2023-10-05,Partial,Premium,131054,587,Yes
C000380,Elizabeth,Mensah,1991-02-21,Male,Philadelphia,PA,2023-09-06,Pending,Business,107052,713,Yes
C000381,Lei,Smith,1997-10-12,Male,Baltimore,MD,2016-11-26,Failed,Senior,54212,775,No
C000382,Thomas,Nguyen,1979-09-22,Non-binary,Sacramento,CA,2014-12-14,Partial,Student,226385,806,Yes
C000383,Matthew,Kang,1988-05-20,Female,El Paso,TX,2022-06-19,Failed,Business,120386,509,No
C000384,Katherine,Mitchell,1984-04-15,Female,Santa Ana,CA,2017-11-05,Verified,Premium,253850,532,Yes
C000385,Sarah,Wright,1991-09-04,Female,Denver,CO,2012-09-29,Verified,Business,75079,812,Yes
C000386,Catherine,Wilson,1973-03-19,Female,Nashville,TN,2016-07-28,Verified,Senior,293582,847,Yes
C000387,Maria,Wright,1980-05-20,Male,Virginia Beach,VA,2015-07-06,Verified,Student,113706,506,Yes
C000388,Larry,Zhang,1996-08-23,Non-binary,Albuquerque,NM,2023-03-22,Pending,Student,272550,808,Yes
C000389,Dennis,Taylor,1959-12-27,Male,Tucson,AZ,2011-10-12,Partial,Business,27057,640,Yes
C000390,Donna,Miller,1956-12-07,Male,Seattle,WA,2010-12-16,Verified,Retail,228991,607,Yes
C000391,Amit,Lewis,1993-08-09,Non-binary,Denver,CO,2023-06-12,Pending,Senior,220187,686,Yes
C000392,Andrew,Clark,1956-12-18,Female,Fort Worth,TX,2023-02-04,Pending,Premium,274271,585,Yes
C000393,Rebecca,Sow,1976-10-04,Female,Atlanta,GA,2012-10-19,Pending,Premium,204755,549,Yes
C000394,Hong,Thomas,1984-05-10,Female,Milwaukee,WI,2010-01-23,Verified,Retail,228191,797,Yes
C000395,Andrew,Garcia,1989-12-29,Female,Santa Ana,CA,2013-11-27,Failed,Wealth,64795,671,No
C000396,Stephanie,Shah,1989-07-17,Non-binary,Dallas,TX,2010-03-09,Failed,Student,27724,773,No
C000397,Maria,Green,1987-06-01,Male,Philadelphia,PA,2019-11-13,Verified,Wealth,220922,571,Yes
C000398,Jennifer,Nair,1989-09-12,Non-binary,Fort Worth,TX,2016-06-09,Failed,Senior,84197,534,No
C000399,Amit,Singh,1971-01-22,Male,Kansas City,MO,2017-12-20,Failed,Business,42981,755,No
C000400,Cynthia,Kang,1968-08-05,Non-binary,Honolulu,HI,2018-12-25,Partial,Retail,213903,745,Yes
C000401,Karen,Perez,1961-02-25,Male,Milwaukee,WI,2018-09-06,Partial,Premium,261133,591,Yes
C000402,Eric,Carter,1986-04-09,Non-binary,Lexington,KY,2013-08-20,Pending,Retail,167151,615,Yes
C000403,Lei,Mensah,1992-04-07,Non-binary,Sacramento,CA,2022-07-19,Failed,Senior,100368,615,No
C000404,Noah,Diallo,1992-08-18,Female,Anchorage,AK,2018-03-03,Pending,Business,105764,555,Yes
C000405,Nicole,Wilson,1997-04-21,Non-binary,Long Beach,CA,2022-12-13,Failed,Senior,138476,805,No
C000406,Nancy,Thomas,1988-11-16,Non-binary,Portland,OR,2012-07-19,Pending,Business,204002,818,Yes
C000407,Catherine,Gupta,1993-05-28,Male,Las Vegas,NV,2016-10-01,Pending,Business,162435,821,Yes
C000408,Kevin,Kang,1984-11-02,Female,Aurora,CO,2012-12-18,Pending,Premium,197925,696,Yes
C000409,Amy,Mbeki,1971-09-17,Male,Virginia Beach,VA,2022-10-13,Pending,Student,273248,782,Yes
C000410,Michelle,Choi,1982-03-05,Female,Los Angeles,CA,2013-10-23,Partial,Business,258200,712,Yes
C000411,Anthony,Mitchell,1996-12-21,Non-binary,Albuquerque,NM,2021-11-29,Verified,Student,289210,844,Yes
C000412,Amanda,Lee,1983-06-10,Female,Riverside,CA,2021-07-01,Pending,Retail,161341,806,Yes
C000413,Jacob,Okonkwo,1965-02-08,Male,Pittsburgh,PA,2017-01-14,Partial,Business,197626,621,Yes
C000414,Kathleen,Thomas,1981-01-18,Female,Seattle,WA,2012-02-29,Verified,Premium,59383,821,Yes
C000415,David,Thomas,1984-07-15,Non-binary,Indianapolis,IN,2023-09-21,Pending,Student,279951,561,Yes
C000416,Stephanie,Garcia,1972-01-31,Male,Columbus,OH,2023-03-19,Failed,Wealth,98001,832,No
C000417,Anthony,Taylor,1955-06-29,Female,Philadelphia,PA,2017-09-19,Verified,Wealth,85372,711,Yes
C000418,Amanda,Jones,1998-12-31,Non-binary,Portland,OR,2023-12-23,Partial,Student,258062,627,Yes
C000419,Jacob,Scott,1957-02-11,Non-binary,New Orleans,LA,2023-02-03,Verified,Premium,102837,727,No
C000420,Robert,Miller,1986-03-17,Male,Washington,DC,2019-03-18,Failed,Senior,145611,784,No
C000421,Mark,Nair,1970-07-01,Male,Seattle,WA,2012-05-06,Verified,Student,81509,792,Yes
C000422,Brenda,Choi,1970-07-04,Female,Charlotte,NC,2017-11-14,Verified,Premium,105307,787,Yes
C000423,Jerry,Han,1995-07-21,Non-binary,Charlotte,NC,2022-01-13,Verified,Retail,49660,619,Yes
C000424,Nicole,Scott,1989-06-04,Female,Sacramento,CA,2022-08-20,Partial,Business,82282,850,Yes
C000425,Patrick,Sanchez,1963-10-12,Male,Indianapolis,IN,2010-04-27,Failed,Senior,182013,761,No
C000426,Jeffrey,Ndidi,1995-05-28,Female,Phoenix,AZ,2023-12-23,Failed,Business,82442,783,No
C000427,Edward,Zhao,1998-11-25,Female,Anaheim,CA,2023-12-23,Failed,Business,65504,606,No
C000428,Lisa,Davis,1979-11-22,Female,Omaha,NE,2021-01-21,Partial,Retail,31216,801,Yes
C000429,Brian,Huang,1967-05-17,Non-binary,Jacksonville,FL,2019-04-24,Failed,Wealth,113499,784,No
C000430,Wei,Choi,1985-04-07,Non-binary,Los Angeles,CA,2021-12-27,Partial,Student,130725,789,Yes
C000431,Catherine,Wilson,1974-10-11,Non-binary,Anaheim,CA,2016-01-24,Failed,Wealth,178436,504,No
C000432,Sandra,Huang,1958-09-07,Non-binary,Fort Worth,TX,2022-11-03,Pending,Premium,65399,803,Yes
C000433,Barbara,Mbeki,1968-01-30,Non-binary,Pittsburgh,PA,2021-08-18,Pending,Business,37910,705,Yes
C000434,Joshua,Cho,1999-10-06,Male,Lexington,KY,2019-08-25,Failed,Senior,81035,728,No
C000435,Ethan,Liu,1961-10-06,Male,Atlanta,GA,2022-05-09,Partial,Retail,104196,738,Yes
C000436,Stephen,Osei,1990-03-03,Female,Atlanta,GA,2019-07-09,Failed,Student,87282,826,No
C000437,Yan,Zhao,1967-11-04,Male,Chicago,IL,2020-08-06,Partial,Premium,157204,506,Yes
C000438,Mary,Nelson,1985-01-21,Non-binary,Memphis,TN,2020-07-17,Verified,Senior,83568,732,Yes
C000439,Joseph,White,1997-10-02,Male,Pittsburgh,PA,2017-05-23,Failed,Senior,225881,697,No
C000440,Lei,Lopez,1986-05-25,Non-binary,San Jose,CA,2018-03-02,Failed,Wealth,258472,751,No
C000441,Xiao,White,1998-02-10,Male,Minneapolis,MN,2016-12-04,Partial,Retail,43040,764,Yes
C000442,Anna,Baker,1972-03-02,Non-binary,Indianapolis,IN,2022-12-24,Verified,Senior,212516,547,Yes
C000443,Brenda,Lee,1996-05-09,Male,Omaha,NE,2014-12-23,Verified,Retail,98634,598,Yes
C000444,Joshua,Singh,1997-06-11,Male,Pittsburgh,PA,2017-10-14,Pending,Premium,54417,833,Yes
C000445,Priya,Joshi,1996-03-27,Female,Austin,TX,2023-12-23,Partial,Business,166467,660,Yes
C000446,Thomas,Chen,1999-05-04,Male,New Orleans,LA,2023-12-23,Verified,Retail,70756,700,Yes
C000447,Jessica,Ramirez,1991-03-29,Male,Chicago,IL,2016-10-28,Verified,Student,254333,543,Yes
C000448,Jun,Mehta,1995-10-27,Female,San Diego,CA,2019-04-29,Partial,Business,69099,757,Yes
C000449,Noah,Mitchell,1957-10-27,Female,Indianapolis,IN,2017-09-09,Pending,Business,127610,545,Yes
C000450,Christine,Walker,1988-06-05,Male,Fresno,CA,2018-01-15,Verified,Retail,44544,501,Yes
C000451,Jerry,Johnson,1966-07-18,Male,Minneapolis,MN,2015-01-17,Verified,Retail,156275,630,Yes
C000452,Jun,Wu,1982-10-29,Female,St. Louis,MO,2015-10-10,Failed,Premium,244716,801,No
C000453,Sharon,Wang,1997-02-08,Female,St. Louis,MO,2021-11-12,Verified,Student,185362,642,Yes
C000454,Laura,Lim,1989-04-10,Male,Columbus,OH,2017-09-06,Pending,Student,83192,608,Yes
C000455,Christopher,Martin,1963-03-21,Male,Lexington,KY,2012-05-24,Verified,Student,278866,710,Yes
C000456,Samantha,Nguyen,1956-12-07,Female,Tucson,AZ,2011-02-11,Verified,Wealth,26370,540,Yes
C000457,Nicholas,Nelson,1993-05-11,Female,New York,NY,2017-08-17,Verified,Senior,37065,806,Yes
C000458,Jennifer,Wright,1964-01-28,Non-binary,Baltimore,MD,2020-11-17,Verified,Business,128766,684,Yes
C000459,Brandon,Li,1955-06-04,Female,Columbus,OH,2018-09-22,Verified,Student,62306,847,Yes
C000460,Ryan,Adams,1974-02-26,Female,Albuquerque,NM,2010-02-10,Pending,Student,166758,714,Yes
C000461,Catherine,Hall,1973-03-22,Non-binary,Baltimore,MD,2016-04-03,Verified,Wealth,73202,638,Yes
C000462,William,Gonzalez,1985-10-03,Female,Denver,CO,2012-12-01,Partial,Senior,270764,553,Yes
C000463,Dennis,Huang,1956-11-19,Non-binary,Lexington,KY,2023-05-04,Verified,Wealth,267285,728,No
C000464,Rahul,Huang,1978-06-05,Non-binary,Albuquerque,NM,2022-12-28,Partial,Premium,130854,527,Yes
C000465,Frank,Hernandez,1987-02-09,Female,Louisville,KY,2010-09-01,Partial,Business,157084,641,Yes
C000466,Lei,Martin,1976-05-10,Female,St. Louis,MO,2016-01-19,Partial,Senior,75809,668,Yes
C000467,Jeffrey,Nair,1989-04-17,Male,Riverside,CA,2013-05-14,Failed,Business,104654,825,No
C000468,Richard,Zhang,1999-12-24,Male,Fresno,CA,2022-02-24,Partial,Retail,175605,564,Yes
C000469,Jacob,Johnson,1985-07-26,Female,Dallas,TX,2021-10-15,Failed,Senior,54532,580,No
C000470,Hui,Jones,1997-05-24,Male,New Orleans,LA,2023-11-24,Partial,Wealth,117340,810,Yes
C000471,Stephen,Flores,1958-08-28,Non-binary,New Orleans,LA,2020-02-17,Pending,Senior,140132,749,Yes
C000472,Ling,Diallo,1985-09-17,Female,Pittsburgh,PA,2016-07-09,Pending,Student,129607,798,Yes
C000473,Samantha,Kim,1971-08-30,Male,Houston,TX,2018-12-12,Partial,Senior,138577,641,Yes
C000474,Samuel,Ndidi,1988-03-30,Female,Corpus Christi,TX,2019-10-24,Partial,Wealth,205290,556,Yes
C000475,Dennis,Thomas,1991-09-08,Male,Anchorage,AK,2011-07-17,Pending,Business,248977,764,Yes
C000476,Scott,Mehta,1997-07-28,Male,Portland,OR,2017-04-14,Pending,Wealth,97804,696,Yes
C000477,Hui,Baker,1969-05-07,Male,New York,NY,2022-03-21,Failed,Retail,169133,842,No
C000478,Lei,Choi,1964-07-06,Female,Albuquerque,NM,2023-04-01,Pending,Wealth,90778,786,Yes
C000479,George,Yang,1990-03-03,Non-binary,Virginia Beach,VA,2022-06-11,Pending,Student,45683,842,Yes
C000480,Kathleen,Young,1996-12-03,Male,San Francisco,CA,2022-10-05,Verified,Student,66167,737,Yes
C000481,Donald,Thomas,1991-11-02,Male,Austin,TX,2022-10-30,Failed,Business,272693,789,No
C000482,Barbara,Scott,1986-06-02,Male,Omaha,NE,2010-02-24,Partial,Senior,170803,635,Yes
C000483,Karen,Sanchez,1967-05-06,Male,Austin,TX,2019-01-13,Pending,Business,138667,778,Yes
C000484,John,Nguyen,1996-12-05,Non-binary,San Francisco,CA,2023-08-14,Failed,Wealth,56387,762,No
C000485,Lisa,Rivera,1963-12-28,Male,Jacksonville,FL,2015-07-08,Pending,Premium,272016,840,Yes
C000486,Sneha,Taylor,1989-02-27,Female,Raleigh,NC,2015-04-24,Pending,Senior,267920,766,Yes
C000487,Sarah,Lee,1970-04-11,Male,Boston,MA,2015-03-10,Pending,Retail,84949,644,Yes
C000488,Stephen,Campbell,1984-11-29,Male,Anaheim,CA,2010-12-13,Verified,Senior,280560,788,Yes
C000489,Linda,Sanchez,1966-09-02,Female,Austin,TX,2016-11-25,Pending,Retail,115812,810,Yes
C000490,Donald,Park,1981-04-16,Male,Minneapolis,MN,2010-10-06,Failed,Senior,59933,668,No
C000491,Jason,Mensah,1956-03-25,Female,Kansas City,MO,2020-11-10,Pending,Student,194851,551,Yes
C000492,Divya,Lewis,1982-10-03,Non-binary,Pittsburgh,PA,2020-10-05,Partial,Wealth,195872,767,Yes
C000493,Janet,Smith,1975-02-19,Non-binary,Honolulu,HI,2013-11-15,Verified,Senior,33430,783,Yes
C000494,Melissa,Carter,1967-02-05,Male,Mesa,AZ,2022-02-21,Partial,Business,59587,519,Yes
